,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
9647,33,0,137184,7,12,0,3,4,4,1,0,0,50,38
9648,63,2,137192,9,13,2,2,0,1,1,0,0,40,34
9649,49,2,137192,9,13,2,11,0,1,1,0,1977,50,34
9650,53,2,137192,9,13,0,3,4,1,1,0,0,50,38
9651,67,6,137192,11,9,2,0,0,1,1,0,0,12,29
9652,64,2,137205,8,11,2,2,0,4,1,0,0,48,38
9653,23,2,137214,11,9,2,11,0,2,1,0,0,37,38
9654,34,4,137223,0,6,4,7,3,4,0,0,0,40,38
9655,40,2,137225,12,14,2,3,0,4,1,0,0,40,38
9656,37,2,137229,8,11,0,11,1,4,1,0,0,45,38
9657,42,1,137232,11,9,0,10,4,4,0,0,0,50,38
9658,53,1,137250,12,14,6,9,4,2,0,0,1669,35,38
9659,50,2,137253,9,13,2,0,5,4,0,0,0,40,38
9660,51,2,137253,11,9,0,9,4,4,0,0,0,40,38
9661,31,2,137290,9,13,2,3,0,4,1,0,0,55,38
9662,28,2,137296,7,12,4,7,1,2,0,0,0,40,38
9663,25,1,137296,7,12,4,0,3,2,0,0,0,38,38
9664,20,2,137300,8,11,4,6,4,4,0,0,0,40,38
9665,25,2,137301,7,12,4,9,3,4,0,0,0,40,38
9666,40,2,137304,9,13,0,0,1,2,0,0,0,40,38
9667,37,4,137314,11,9,2,3,0,4,1,0,0,60,38
9668,36,2,137314,8,11,4,12,1,4,1,0,0,45,38
9669,36,1,137314,15,10,2,10,0,4,1,0,0,60,38
9670,46,2,137354,12,14,2,12,0,1,1,0,0,40,29
9671,47,2,137354,15,10,2,2,0,0,1,0,0,40,38
9672,62,3,137354,12,14,2,9,0,1,1,0,0,40,34
9673,18,2,137363,2,8,4,7,3,4,0,0,0,20,38
9674,18,2,137363,11,9,4,0,3,4,0,0,0,40,38
9675,26,2,137367,15,10,4,5,2,1,1,0,0,44,29
9676,40,3,137367,15,10,2,3,0,1,1,0,0,50,2
9677,25,2,137367,9,13,4,11,4,1,1,0,0,44,29
9678,31,2,137367,1,7,3,5,1,1,1,0,0,40,18
9679,32,2,137367,1,7,4,2,1,1,1,0,0,40,18
9680,36,5,137421,8,11,2,12,0,1,1,0,0,37,16
9681,40,2,137421,11,9,2,13,0,1,1,0,0,60,37
9682,53,2,137428,5,4,2,13,0,4,1,0,0,60,38
9683,52,2,137428,11,9,0,13,1,4,1,0,0,45,38
9684,31,2,137444,11,9,2,6,0,4,1,0,0,40,38
9685,29,2,137476,9,13,2,9,5,4,0,0,0,35,38
9686,71,2,137499,11,9,6,11,2,4,0,0,0,16,38
9687,58,2,137506,11,9,2,6,0,4,1,0,0,40,38
9688,22,2,137510,15,10,4,0,3,4,1,0,0,40,38
9689,22,1,137510,11,9,4,4,3,4,1,0,0,40,38
9690,36,2,137527,9,13,4,0,1,4,0,0,0,50,38
9691,37,4,137527,10,16,4,9,1,4,0,0,2559,60,38
9692,31,1,137537,9,13,0,9,4,4,0,0,0,40,38
9693,58,2,137547,9,13,2,7,0,1,1,0,0,40,34
9694,46,2,137547,11,9,0,2,1,0,1,0,0,40,38
9695,53,4,137547,14,15,4,9,1,1,1,27828,0,40,29
9696,61,2,137554,5,4,2,2,0,4,1,0,0,40,38
9697,19,4,137578,11,9,4,7,3,4,1,0,0,53,38
9698,24,2,137591,15,10,4,11,3,4,1,0,1762,40,38
9699,22,2,137591,15,10,4,11,3,4,1,0,0,35,38
9700,24,2,137591,15,10,4,11,3,4,1,0,0,10,11
9701,45,2,137604,15,10,4,7,1,4,1,0,0,40,38
9702,30,2,137606,11,9,2,13,0,4,1,5013,0,40,38
9703,30,5,137613,12,14,2,9,0,1,1,0,0,17,35
9704,30,5,137613,12,14,2,9,0,1,1,0,0,20,35
9705,33,5,137616,12,14,4,9,1,2,0,0,0,35,38
9706,29,2,137618,15,10,4,7,1,4,0,0,0,41,38
9707,20,2,137618,15,10,4,13,3,4,1,0,0,35,38
9708,27,1,137629,11,9,2,3,0,4,1,0,0,80,38
9709,27,2,137645,9,13,4,11,1,2,0,0,1590,40,38
9710,25,2,137645,9,13,4,11,1,2,0,0,0,40,38
9711,18,2,137646,1,7,4,7,3,4,0,0,0,15,38
9712,20,2,137651,15,10,4,6,3,0,1,0,0,40,38
9713,26,2,137658,15,10,4,0,1,4,0,0,0,45,38
9714,52,2,137658,1,7,2,6,0,3,1,0,0,40,5
9715,26,2,137658,9,13,4,3,1,4,0,0,0,45,38
9716,33,4,137674,11,9,2,7,0,2,1,0,0,40,38
9717,54,1,137678,15,10,0,0,4,4,0,0,0,40,38
9718,26,2,137678,11,9,4,7,1,4,1,0,0,40,38
9719,31,2,137681,15,10,2,7,0,4,1,0,0,40,38
9720,54,1,137691,11,9,2,2,0,4,1,0,0,40,38
9721,42,2,137698,4,3,3,4,1,4,1,0,0,35,25
9722,38,2,137707,8,11,2,12,5,4,0,0,0,40,38
9723,43,2,137722,11,9,2,5,0,4,1,0,0,40,38
9724,60,4,137733,9,13,2,4,0,4,1,0,0,50,38
9725,61,2,137733,15,10,0,7,1,4,1,0,0,25,38
9726,52,1,137753,11,9,2,7,5,2,0,0,0,20,38
9727,26,4,137795,9,13,2,3,0,4,1,0,0,20,38
9728,31,2,137814,15,10,0,11,3,4,0,0,0,30,38
9729,34,2,137814,15,10,5,11,1,4,1,0,0,45,38
9730,50,2,137815,11,9,2,13,0,4,1,0,0,60,38
9731,53,3,137815,15,10,6,3,1,4,1,0,0,40,38
9732,51,2,137815,15,10,2,0,0,4,1,7298,0,40,38
9733,54,5,137815,2,8,4,7,3,4,1,4101,0,40,38
9734,63,2,137843,15,10,2,11,0,4,1,7298,0,48,38
9735,22,2,137862,15,10,4,0,2,4,0,0,0,16,38
9736,32,2,137875,15,10,0,11,4,4,0,0,0,30,38
9737,24,2,137876,11,9,4,2,3,4,1,0,0,50,38
9738,22,2,137876,15,10,4,10,1,4,1,0,0,20,38
9739,20,2,137895,11,9,2,11,0,4,1,0,0,45,38
9740,28,2,137898,11,9,2,6,5,4,0,0,0,40,38
9741,28,2,137898,11,9,0,0,1,4,0,0,0,35,38
9742,28,2,137898,7,12,4,11,3,4,0,0,0,35,38
9743,34,2,137900,11,9,4,11,1,4,0,0,0,35,38
9744,42,2,137907,11,9,0,0,4,4,0,0,0,35,38
9745,47,0,137917,15,10,2,0,0,2,1,0,0,40,38
9746,63,3,137940,14,15,2,9,0,4,1,15024,0,50,38
9747,25,2,137951,11,9,4,0,4,4,0,0,0,30,38
9748,31,2,137952,15,10,2,7,0,3,1,0,0,40,32
9749,38,0,137953,11,9,2,0,0,4,1,0,0,45,38
9750,20,2,137974,15,10,4,7,3,4,0,0,0,30,38
9751,23,2,137994,15,10,4,6,3,2,0,0,0,40,38
9752,51,2,138022,12,14,2,3,0,4,1,0,0,60,38
9753,50,2,138022,15,10,2,9,0,4,1,0,0,40,38
9754,54,2,138026,11,9,2,0,5,4,0,0,0,40,38
9755,28,2,138054,7,12,4,7,1,3,1,0,0,40,38
9756,48,2,138069,11,9,2,13,0,4,1,0,0,45,38
9757,44,2,138077,9,13,0,0,4,4,0,0,0,32,38
9758,42,1,138077,12,14,2,9,5,4,0,0,0,38,38
9759,20,2,138107,11,9,4,5,3,2,1,0,0,35,38
9760,47,2,138107,9,13,0,3,1,4,1,0,2258,40,38
9761,33,2,138142,15,10,5,7,4,2,0,0,0,25,38
9762,71,2,138145,6,5,2,7,0,4,1,0,0,40,38
9763,26,2,138152,2,8,4,2,2,3,1,0,0,48,12
9764,19,2,138153,15,10,4,0,3,4,0,0,0,10,38
9765,19,2,138153,15,10,4,0,3,4,0,0,0,10,38
9766,62,2,138157,11,9,2,3,0,4,1,0,0,12,38
9767,42,5,138162,15,10,0,0,3,4,1,0,0,40,38
9768,51,2,138179,11,9,5,6,1,4,1,0,1876,40,38
9769,50,2,138179,7,12,2,2,0,4,1,0,1902,40,38
9770,54,2,138179,11,9,2,6,0,4,1,0,0,40,38
9771,43,2,138184,11,9,0,7,1,2,0,0,1762,35,38
9772,29,2,138190,11,9,4,11,4,2,0,0,1138,40,38
9773,39,2,138192,9,13,2,2,0,4,1,0,0,40,38
9774,39,2,138192,9,13,2,2,0,4,1,0,0,40,38
9775,37,2,138192,11,9,2,2,0,4,1,0,0,45,38
9776,51,2,138251,11,9,2,13,0,4,1,0,0,60,38
9777,62,2,138253,12,14,4,5,1,4,1,4650,0,40,38
9778,28,2,138269,11,9,4,2,1,4,1,0,0,40,38
9779,50,2,138270,11,9,2,11,5,2,0,0,0,40,38
9780,28,2,138283,8,11,4,7,1,4,0,0,0,40,38
9781,57,4,138285,7,12,2,7,0,4,1,0,0,40,19
9782,58,2,138285,7,12,2,2,0,4,1,0,1740,40,38
9783,17,2,138293,1,7,4,5,3,4,1,0,0,15,38
9784,29,2,138332,15,10,2,0,3,4,0,0,0,6,38
9785,28,1,138332,10,16,0,9,1,4,0,0,0,40,38
9786,47,1,138342,1,7,2,13,0,4,1,3411,0,40,7
9787,20,2,138352,11,9,4,7,2,4,1,0,0,30,38
9788,50,1,138358,15,10,5,7,4,2,0,0,0,28,38
9789,51,2,138358,0,6,0,2,1,2,0,0,0,35,38
9790,50,2,138358,0,6,5,0,1,2,0,0,0,47,22
9791,48,3,138370,12,14,3,11,1,1,1,0,0,50,18
9792,46,2,138370,5,4,2,7,0,1,1,0,1651,40,2
9793,59,2,138370,0,6,3,10,1,1,1,0,0,40,18
9794,49,2,138370,12,14,3,10,1,1,1,0,0,40,18
9795,31,2,138416,4,3,2,5,0,4,1,0,0,56,25
9796,37,2,138441,11,9,0,13,1,4,1,0,0,40,38
9797,36,2,138441,7,12,2,12,0,4,1,0,0,55,38
9798,35,2,138441,11,9,2,5,0,4,1,0,0,35,38
9799,36,2,138441,15,10,4,6,3,4,1,0,0,40,38
9800,52,2,138497,9,13,2,11,0,4,1,0,0,45,38
9801,52,3,138497,9,13,2,3,0,4,1,0,0,60,38
9802,60,1,138502,9,13,2,10,0,4,1,7298,0,48,38
9803,22,2,138504,15,10,4,0,4,2,0,0,0,30,38
9804,22,2,138513,15,10,4,2,3,4,1,0,0,40,38
9805,50,2,138514,15,10,0,0,4,2,0,0,0,40,38
9806,51,2,138514,8,11,0,12,4,2,0,0,0,48,38
9807,29,2,138537,8,11,2,2,0,1,1,0,0,40,24
9808,22,2,138542,15,10,2,5,0,4,1,0,0,35,38
9809,18,2,138557,1,7,4,5,3,4,1,0,0,40,38
9810,22,1,138575,11,9,4,10,4,4,1,0,0,56,38
9811,55,3,138594,11,9,2,3,0,4,1,0,1977,45,38
9812,29,3,138597,7,12,4,9,2,2,0,0,0,40,38
9813,26,1,138597,11,9,4,7,4,2,0,0,0,25,38
9814,52,4,138611,11,9,2,11,0,4,1,7688,0,55,38
9815,62,2,138621,8,11,5,8,1,2,0,0,0,20,38
9816,46,2,138626,15,10,2,2,0,4,1,0,0,40,38
9817,45,2,138626,15,10,0,3,1,4,1,0,1876,50,38
9818,45,2,138626,8,11,0,3,1,4,1,2174,0,50,38
9819,42,2,138634,11,9,2,11,0,4,1,0,0,40,38
9820,40,1,138634,11,9,2,3,0,4,1,0,0,40,38
9821,42,2,138662,15,10,5,0,3,4,0,0,0,40,38
9822,33,2,138667,11,9,2,0,0,4,1,0,0,50,38
9823,28,2,138692,9,13,2,3,0,4,1,0,0,40,38
9824,28,2,138692,9,13,2,9,0,4,1,0,1887,40,38
9825,28,2,138692,15,10,4,2,3,4,1,0,0,50,38
9826,27,2,138705,11,9,2,2,0,4,1,0,0,53,38
9827,77,4,138714,15,10,2,11,0,4,1,0,0,40,38
9828,68,2,138714,9,13,2,9,0,4,1,0,0,55,38
9829,19,2,138760,11,9,4,6,3,4,1,0,0,40,38
9830,25,2,138765,15,10,2,6,0,4,1,0,0,40,38
9831,25,2,138765,9,13,4,9,1,4,1,0,0,20,38
9832,20,2,138768,11,9,4,13,3,4,1,0,0,30,38
9833,20,2,138768,11,9,4,5,3,4,1,0,0,40,38
9834,22,2,138768,11,9,4,0,3,4,1,0,0,40,38
9835,21,2,138768,15,10,4,11,3,4,1,0,0,40,38
9836,24,2,138768,7,12,4,5,3,4,1,0,0,30,38
9837,22,2,138768,15,10,4,3,3,4,1,0,0,50,38
9838,21,2,138768,15,10,4,11,2,4,1,0,0,40,38
9839,21,2,138816,11,9,4,5,3,2,1,0,0,20,38
9840,54,2,138845,15,10,4,7,1,4,0,0,0,40,38
9841,44,2,138845,15,10,2,13,0,4,1,0,0,40,38
9842,51,2,138847,9,13,2,3,0,4,1,0,0,40,38
9843,54,2,138847,11,9,2,6,0,4,1,0,0,45,38
9844,54,3,138852,15,10,2,11,0,4,1,0,0,45,38
9845,51,2,138852,11,9,2,2,0,4,1,0,0,40,38
9846,50,2,138852,12,14,2,3,0,4,1,15024,0,50,38
9847,51,2,138852,11,9,2,12,0,4,1,0,0,40,38
9848,50,2,138852,15,10,0,2,1,4,1,4650,0,22,38
9849,51,2,138852,11,9,2,7,0,4,1,7298,0,40,7
9850,54,5,138852,11,9,2,9,0,4,1,0,0,40,38
9851,23,2,138892,11,9,4,6,3,2,1,0,0,40,38
9852,57,4,138892,1,7,2,11,0,4,1,0,0,15,38
9853,41,2,138907,11,9,0,8,2,2,0,0,0,40,38
9854,27,1,138917,9,13,4,9,1,4,1,0,0,35,38
9855,18,2,138917,1,7,4,11,3,2,0,0,0,10,38
9856,24,2,138938,15,10,0,0,1,4,0,0,0,40,38
9857,20,2,138938,15,10,4,9,3,4,0,0,0,10,38
9858,36,4,138940,11,9,2,4,0,4,1,0,0,70,38
9859,37,4,138940,1,7,4,4,3,4,1,0,0,37,38
9860,36,4,138940,9,13,2,3,0,4,1,4386,0,50,38
9861,37,2,138940,1,7,2,2,0,4,1,0,0,40,38
9862,54,2,138944,11,9,2,11,0,4,1,0,0,44,38
9863,52,2,138944,1,7,2,2,0,4,1,0,0,40,38
9864,44,2,138966,11,9,2,0,5,4,0,0,0,38,38
9865,48,2,138970,9,13,2,3,0,4,1,0,0,45,38
9866,44,4,138975,11,9,2,2,0,4,1,0,0,55,38
9867,41,2,138975,9,13,2,3,0,4,1,7688,0,45,38
9868,40,2,138975,11,9,2,2,0,4,1,0,0,56,38
9869,44,3,138991,15,10,2,3,0,4,1,0,0,50,38
9870,35,2,138992,12,14,2,9,2,4,1,7298,0,40,38
9871,46,2,138999,15,10,2,6,0,4,1,0,0,40,38
9872,31,2,139000,11,9,0,11,4,4,0,0,0,25,38
9873,35,2,139012,9,13,2,7,0,1,1,0,0,40,39
9874,42,2,139012,10,16,2,9,0,1,1,0,0,40,35
9875,23,2,139012,8,11,4,13,3,1,1,0,0,40,34
9876,25,2,139012,9,13,4,11,3,1,1,2174,0,40,39
9877,30,2,139012,8,11,4,0,2,1,1,2463,0,40,39
9878,39,2,139012,9,13,2,0,0,1,1,0,0,40,29
9879,33,3,139057,11,9,2,3,0,1,1,0,0,84,35
9880,33,2,139057,12,14,2,12,0,1,1,0,0,50,38
9881,35,2,139086,11,9,2,5,0,4,1,0,0,40,38
9882,26,2,139098,12,14,2,9,0,4,1,5013,0,40,38
9883,26,2,139116,15,10,4,7,3,2,0,0,0,50,38
9884,42,2,139126,15,10,2,12,0,4,1,0,0,40,38
9885,42,2,139126,11,9,0,13,1,4,1,0,0,40,38
9886,51,3,139127,15,10,0,3,4,4,0,0,0,50,38
9887,53,2,139127,11,9,0,7,1,4,0,0,0,40,38
9888,47,2,139145,15,10,0,0,1,4,0,0,0,60,38
9889,44,0,139161,7,12,0,0,1,2,0,0,1741,40,38
9890,52,2,139176,11,9,2,11,0,4,1,0,0,8,38
9891,38,2,139180,9,13,0,9,4,2,0,15020,0,45,38
9892,17,2,139183,0,6,4,11,3,4,0,0,0,15,38
9893,23,2,139187,1,7,4,5,3,4,1,0,0,50,38
9894,22,2,139190,11,9,4,2,3,4,1,0,0,50,38
9895,40,2,139193,11,9,0,2,1,4,1,0,0,40,38
9896,40,2,139193,11,9,0,6,1,4,1,0,1980,48,38
9897,27,2,139209,11,9,4,6,4,2,0,0,0,40,38
9898,48,4,139212,15,10,0,2,1,4,1,0,0,40,38
9899,47,3,139268,14,15,2,9,0,4,1,0,1977,60,38
9900,46,2,139268,12,14,2,3,0,4,1,0,0,45,38
9901,49,2,139268,15,10,4,2,3,4,1,0,0,40,38
9902,49,2,139268,11,9,2,2,0,4,1,7298,0,40,38
9903,47,2,139268,11,9,2,12,0,4,1,0,0,40,38
9904,45,3,139268,11,9,2,11,0,4,1,0,0,50,38
9905,65,3,139272,9,13,2,11,0,4,1,99999,0,60,38
9906,57,2,139290,11,9,0,7,1,4,1,0,0,38,38
9907,48,2,139290,0,6,5,6,3,4,0,0,0,48,38
9908,58,0,139290,9,13,2,0,0,4,1,0,0,40,38
9909,50,1,139296,1,7,4,2,4,4,1,0,0,40,38
9910,44,2,139338,2,8,0,13,4,2,1,0,0,40,38
9911,59,2,139344,15,10,2,0,5,4,0,0,0,40,38
9912,52,2,139347,11,9,2,13,5,4,0,0,0,40,38
9913,51,2,139347,11,9,2,0,5,4,0,7688,0,40,38
9914,54,2,139347,11,9,6,0,4,4,0,0,0,40,38
9915,39,1,139364,9,13,2,9,0,4,1,0,0,35,38
9916,36,2,139364,9,13,2,11,0,4,1,0,0,50,38
9917,35,2,139364,11,9,2,11,0,4,1,0,1902,40,38
9918,61,3,139391,15,10,2,11,0,4,1,0,1902,35,38
9919,60,2,139391,15,10,3,6,1,4,1,0,0,50,38
9920,61,2,139391,15,10,4,12,3,4,1,0,0,16,38
9921,57,1,139452,11,9,0,0,1,4,0,0,0,16,38
9922,31,0,139455,9,13,4,3,3,4,0,0,0,40,4
9923,50,2,139464,9,13,0,9,4,4,0,0,0,36,20
9924,19,2,139466,15,10,4,11,3,4,0,0,0,25,38
9925,46,2,139514,13,1,2,6,2,2,1,0,0,75,5
9926,28,2,139568,1,7,4,0,1,4,1,0,0,40,38
9927,18,2,139576,11,9,4,0,3,4,0,0,0,40,38
9928,60,2,139586,8,11,6,3,4,1,0,0,0,40,38
9929,56,2,139616,9,13,0,3,1,4,1,0,0,45,38
9930,59,5,139616,12,14,2,3,0,4,1,0,0,50,38
9931,39,2,139647,15,10,0,3,4,4,0,0,0,56,38
9932,35,2,139647,15,10,0,3,1,4,0,0,0,40,38
9933,90,2,139660,15,10,0,11,4,2,0,0,0,37,38
9934,52,2,139671,15,10,2,3,0,4,1,0,1977,50,38
9935,53,2,139671,9,13,2,9,0,4,1,0,1902,40,38
9936,53,2,139671,15,10,2,2,0,4,1,0,0,40,38
9937,54,2,139703,15,10,2,2,0,4,1,3103,0,40,10
9938,36,1,139703,12,14,4,9,1,2,0,0,0,40,38
9939,39,2,139703,11,9,3,11,4,2,0,0,0,28,22
9940,36,2,139703,11,9,4,0,1,2,0,0,0,40,38
9941,50,2,139703,15,10,2,2,0,4,1,0,0,40,38
9942,25,2,139730,11,9,2,2,0,4,1,0,0,80,38
9943,43,5,139734,9,13,2,3,0,4,1,15024,0,40,38
9944,36,2,139743,15,10,6,9,3,4,0,0,0,40,38
9945,39,2,139743,11,9,5,0,1,4,0,0,0,20,38
9946,31,2,139753,9,13,3,0,1,4,0,0,0,40,38
9947,35,2,139770,11,9,4,0,3,4,0,6849,0,40,38
9948,31,2,139822,11,9,2,0,5,4,0,0,0,40,38
9949,55,2,139843,11,9,0,3,1,4,0,0,0,60,38
9950,54,2,139850,12,14,2,3,0,1,1,0,0,45,38
9951,70,4,139889,15,10,2,4,0,4,1,2653,0,70,38
9952,72,4,139889,15,10,2,4,0,4,1,0,0,74,38
9953,34,2,139890,15,10,0,0,4,4,0,0,0,40,38
9954,27,2,139903,11,9,4,11,4,2,0,0,0,30,38
9955,28,2,139903,9,13,4,6,4,2,0,0,0,40,38
9956,39,2,139906,11,9,0,7,4,4,0,0,0,81,38
9957,44,2,139907,15,10,4,11,3,4,1,0,0,50,38
9958,41,2,139907,0,6,4,5,4,4,1,0,0,50,38
9959,41,2,139907,8,11,5,2,1,4,1,0,0,30,38
9960,41,3,139916,8,11,2,11,0,3,1,0,2179,84,25
9961,67,4,139960,5,4,2,2,0,4,1,0,0,40,38
9962,65,4,139960,11,9,2,4,0,4,1,10605,0,60,38
9963,73,2,139978,1,7,2,6,0,4,1,0,0,40,38
9964,24,2,139989,9,13,4,11,3,2,1,0,0,40,38
9965,26,2,139992,9,13,4,9,1,4,0,0,0,40,38
9966,24,2,140001,9,13,4,3,1,4,1,0,0,40,38
9967,20,2,140001,15,10,4,0,3,4,1,0,0,40,38
9968,24,2,140001,15,10,4,5,2,4,1,0,0,40,21
9969,22,2,140001,9,13,4,0,1,4,1,0,0,40,38
9970,24,2,140001,11,9,4,11,3,4,1,0,0,35,7
9971,24,2,140001,9,13,4,0,1,4,1,0,0,40,38
9972,30,2,140011,8,11,2,5,0,4,1,0,0,53,38
9973,34,4,140011,14,15,2,9,0,4,1,0,0,55,38
9974,24,2,140027,15,10,4,6,3,2,0,0,0,45,38
9975,17,2,140027,1,7,4,7,3,4,0,0,0,25,38
9976,51,0,140035,11,9,2,0,0,4,1,0,0,40,38
9977,47,2,140045,11,9,5,0,4,4,0,0,0,40,38
9978,32,2,140092,1,7,2,2,0,4,1,0,0,40,38
9979,34,2,140092,11,9,4,12,1,4,1,0,0,40,38
9980,40,5,140108,6,5,5,6,1,2,1,0,0,40,38
9981,28,2,140108,12,14,0,9,1,4,0,0,0,50,38
9982,17,2,140117,0,6,4,11,3,4,0,0,0,12,38
9983,38,4,140117,15,10,4,7,1,4,0,0,0,20,38
9984,49,2,140121,11,9,0,3,4,4,1,0,0,50,38
9985,46,4,140121,11,9,0,2,3,4,1,0,0,50,38
9986,18,2,140164,1,7,4,11,3,4,0,0,0,40,38
9987,69,2,140176,11,9,2,11,0,4,1,0,0,24,38
9988,33,2,140206,14,15,2,9,0,4,1,0,0,40,38
9989,47,2,140219,11,9,4,0,2,4,0,0,0,40,38
9990,46,1,140219,12,14,0,9,1,4,0,8614,0,55,38
9991,61,4,140300,11,9,4,11,1,4,0,0,0,44,38
9992,57,3,140319,11,9,2,0,0,4,1,0,0,50,38
9993,53,1,140359,13,1,4,6,1,4,0,0,0,35,38
9994,54,2,140359,5,4,0,6,4,4,0,0,3900,40,38
9995,58,2,140363,11,9,0,6,1,4,1,3325,0,30,38
9996,58,2,140363,11,9,0,11,1,4,1,0,0,36,38
9997,41,3,140365,9,13,2,3,0,4,1,0,1902,55,38
9998,23,2,140414,11,9,2,2,0,4,1,0,0,40,38
9999,57,2,140426,10,16,2,12,0,4,1,0,1977,40,10
10000,66,4,140456,9,13,2,11,0,4,1,0,0,40,38
10001,19,2,140459,1,7,4,2,2,4,1,0,0,25,38
10002,23,2,140462,11,9,4,6,3,4,1,0,0,40,38
10003,42,4,140474,7,12,0,2,3,0,1,0,0,35,38
10004,35,2,140474,15,10,2,9,0,0,1,0,0,40,38
10005,39,2,140477,11,9,4,6,1,4,0,0,0,10,38
10006,59,1,140478,12,14,2,9,0,4,1,0,0,40,38
10007,50,2,140516,11,9,2,10,0,4,1,0,0,40,38
10008,51,0,140516,12,14,2,9,0,4,1,0,0,40,38
10009,50,3,140516,9,13,2,0,0,4,1,0,0,40,38
10010,60,2,140544,11,9,4,5,1,4,1,0,0,40,38
10011,56,4,140558,11,9,2,11,0,4,1,0,0,40,38
10012,40,2,140559,11,9,6,7,4,4,0,0,0,25,38
10013,40,2,140559,11,9,2,8,5,4,0,0,0,45,38
10014,35,2,140564,9,13,2,11,0,4,1,0,0,40,38
10015,59,2,140569,15,10,5,11,1,4,1,14084,0,60,38
10016,34,2,140571,8,11,0,12,4,2,0,0,0,40,38
10017,66,2,140576,5,4,2,2,0,4,1,0,0,40,38
10018,45,2,140581,15,10,6,7,4,2,0,0,0,40,38
10019,36,2,140583,11,9,0,5,1,4,1,0,0,40,38
10020,38,4,140583,12,14,2,4,0,4,1,0,0,70,38
10021,41,2,140590,15,10,4,11,1,2,1,0,0,33,38
10022,50,2,140592,11,9,2,6,5,4,0,0,0,40,38
10023,45,2,140644,11,9,2,11,0,4,1,0,0,50,38
10024,45,1,140644,9,13,0,10,1,4,1,0,0,40,38
10025,45,2,140644,11,9,2,6,0,4,1,0,0,40,38
10026,45,2,140644,10,16,0,9,1,4,1,0,0,45,38
10027,47,2,140644,11,9,2,3,0,4,1,0,0,40,38
10028,47,1,140644,15,10,2,10,0,4,1,0,0,40,38
10029,47,2,140664,9,13,0,11,1,4,1,0,0,45,38
10030,45,2,140664,7,12,0,13,1,4,1,0,0,55,38
10031,46,0,140664,15,10,2,3,0,4,1,0,0,48,38
10032,37,2,140673,15,10,2,11,5,4,0,0,0,40,38
10033,57,0,140711,9,13,2,9,0,4,1,0,0,40,38
10034,37,2,140713,15,10,2,0,0,2,1,0,0,40,22
10035,58,4,140729,9,13,2,4,0,4,1,0,0,35,38
10036,50,2,140741,1,7,4,6,2,4,0,0,0,40,38
10037,35,5,140752,11,9,2,2,0,4,1,0,0,40,38
10038,39,4,140752,11,9,2,11,0,4,1,0,0,50,38
10039,35,2,140752,11,9,4,11,1,4,1,0,0,25,38
10040,20,2,140764,15,10,4,7,3,4,0,0,0,20,38
10041,21,5,140764,15,10,4,0,3,4,0,0,0,12,38
10042,23,2,140764,8,11,4,7,3,4,0,0,0,15,38
10043,21,2,140764,11,9,4,0,2,4,0,0,0,45,38
10044,48,2,140782,12,14,2,3,5,4,0,0,1902,38,38
10045,46,2,140782,7,12,0,9,1,4,0,0,0,50,38
10046,30,2,140790,11,9,2,11,0,4,1,0,0,45,38
10047,23,2,140798,9,13,4,0,1,4,0,0,0,40,38
10048,29,2,140830,11,9,4,7,3,4,0,0,0,40,38
10049,28,2,140845,0,6,4,6,1,4,0,0,155,40,38
10050,66,1,140849,11,9,6,7,1,4,0,0,0,25,38
10051,67,2,140849,11,9,6,7,1,4,0,0,0,24,38
10052,62,1,140851,11,9,2,7,0,4,1,0,0,40,38
10053,68,3,140852,11,9,2,11,0,4,1,0,0,40,38
10054,39,2,140854,11,9,4,9,1,4,1,0,0,50,38
10055,35,4,140854,11,9,2,2,0,4,1,0,0,40,38
10056,38,2,140854,9,13,2,12,0,4,1,0,0,40,38
10057,35,3,140854,11,9,4,13,1,4,1,0,0,60,38
10058,38,3,140854,9,13,2,2,0,4,1,0,0,50,38
10059,37,2,140854,9,13,2,3,0,4,1,0,0,50,38
10060,29,2,140863,15,10,2,12,0,4,1,0,0,40,38
10061,27,4,140863,6,5,2,2,0,4,1,0,0,40,38
10062,27,2,140863,11,9,4,13,1,4,1,0,0,60,38
10063,30,2,140869,11,9,4,7,4,4,0,0,0,40,38
10064,41,2,140886,11,9,2,4,0,4,1,0,0,40,38
10065,35,2,140915,9,13,4,11,3,1,1,0,1590,40,34
10066,23,2,140915,15,10,4,11,2,1,1,0,0,25,29
10067,59,4,140957,8,11,4,3,1,4,1,0,0,35,38
10068,52,4,140985,9,13,2,0,5,4,0,99999,0,30,38
10069,19,2,140985,15,10,4,0,2,4,1,0,0,25,38
10070,43,3,140988,9,13,2,11,2,1,1,0,0,45,18
10071,22,2,141003,8,11,4,7,3,4,1,0,0,30,38
10072,24,2,141003,15,10,4,3,3,4,1,0,0,25,38
10073,22,2,141028,11,9,4,7,3,2,1,0,0,30,38
10074,37,0,141029,12,14,0,9,1,4,0,0,0,40,38
10075,22,2,141040,11,9,4,11,3,2,0,0,0,35,38
10076,24,2,141040,15,10,4,0,3,2,0,0,0,40,38
10077,46,1,141058,11,9,2,3,0,4,1,0,0,65,38
10078,34,2,141058,15,10,2,7,0,4,1,0,0,62,25
10079,49,3,141058,15,10,0,3,1,4,1,0,2339,50,38
